作品编号	评委姓名	推荐等级
2022037133	唐仁轨	不推荐
2022005392	章习武	不推荐
2022005392	柳金梅	不推荐
2022005392	陆雅	不推荐
2022041857	夏鸿声	不推荐
2022041857	许娟娟	不推荐
2022041857	唐仁轨	不推荐
2022016750	王晓黎	不推荐
2022016750	程明远	不推荐
2022016750	黄新智	不推荐
2022022142	程红世	不推荐
2022022142	牛紫气	不推荐
2022022142	王大伟	不推荐
2022041848	刘晓东	不推荐
2022041848	李美吉	不推荐
2022041848	张鸣	不推荐
2022014045	曹超	不推荐
2022014045	鲁智仁	不推荐
2022014045	魏青云	不推荐
2022041879	王维	不推荐
2022041879	张飞	不推荐
2022041879	潘金莲	不推荐
2022041957	章习武	不推荐
2022041957	柳金梅	不推荐
2022041957	陆雅	不推荐
2022037249	魏巍	不推荐
2022037249	刘菊红	不推荐
2022037249	韩华静	不推荐
2022032277	姚娜	不推荐
2022032277	高铁塔	不推荐
2022032277	王文文	不推荐
2022041945	王维	不推荐
2022041945	张飞	不推荐
2022041945	潘金莲	不推荐
2022037283	蒋晶晶	不推荐
2022037283	蔡旭	不推荐
2022037283	张俐	不推荐
2022041963	蒋晶晶	不推荐
2022041963	蔡旭	不推荐
2022041963	张俐	不推荐
2022013796	程红世	不推荐
2022013796	牛紫气	不推荐
2022013796	王大伟	不推荐
2022037313	章习武	不推荐
2022037313	柳金梅	不推荐
2022037313	陆雅	不推荐
2022022329	郑永健	不推荐
2022022329	张岸	不推荐
2022022329	熊莹莹	不推荐
2022042472	章力	不推荐
2022042472	刘明智	不推荐
2022042472	陈莞尔	不推荐
2022037365	郑永健	不推荐
2022037365	张岸	不推荐
2022037365	熊莹莹	不推荐
2022013706	刘晓东	不推荐
2022013706	李美吉	不推荐
2022013706	张鸣	不推荐
2022016664	吴和伟	不推荐
2022016664	李八通	不推荐
2022016664	陈洁虹	不推荐
2022013628	章力	不推荐
2022013628	刘明智	不推荐
2022013628	陈莞尔	不推荐
2022016179	姚娜	不推荐
2022016179	高铁塔	不推荐
2022016179	王文文	不推荐
2022042771	蒋晶晶	不推荐
2022042771	蔡旭	不推荐
2022042771	张俐	不推荐
2022042784	蒋晶晶	不推荐
2022042784	蔡旭	不推荐
2022042784	张俐	不推荐
2022013604	刘晓东	不推荐
2022013604	李美吉	不推荐
2022013604	张鸣	不推荐
2022032164	王晓黎	不推荐
2022032164	程明远	不推荐
2022032164	黄新智	不推荐
2022013594	章力	不推荐
2022013594	刘明智	不推荐
2022013594	陈莞尔	不推荐
2022031586	姚娜	不推荐
2022031586	高铁塔	不推荐
2022031586	王文文	不推荐
2022042789	郑永健	不推荐
2022042789	张岸	不推荐
2022042789	熊莹莹	不推荐
2022004424	姚娜	不推荐
2022004424	高铁塔	不推荐
2022004424	王文文	不推荐
2022042819	章习武	不推荐
2022042819	柳金梅	不推荐
2022042819	陆雅	不推荐
2022032039	曹超	不推荐
2022032039	鲁智仁	不推荐
2022032039	魏青云	不推荐
2022042837	吴和伟	不推荐
2022042837	李八通	不推荐
2022042837	陈洁虹	不推荐
2022031392	王维	不推荐
2022031392	张飞	不推荐
2022031392	潘金莲	不推荐
2022042845	魏巍	不推荐
2022042845	刘菊红	不推荐
2022042845	韩华静	不推荐
2022042900	魏巍	不推荐
2022042900	刘菊红	不推荐
2022042900	韩华静	不推荐
2022013556	姚娜	不推荐
2022013556	高铁塔	不推荐
2022013556	王文文	不推荐
2022022362	曹超	不推荐
2022022362	鲁智仁	不推荐
2022022362	魏青云	不推荐
2022042879	夏鸿声	不推荐
2022042879	许娟娟	不推荐
2022042879	唐仁轨	不推荐
2022042965	吴和伟	不推荐
2022042965	李八通	不推荐
2022042965	陈洁虹	不推荐
2022008929	刘晓东	不推荐
2022008929	李美吉	不推荐
2022008929	张鸣	不推荐
2022031156	蒋晶晶	不推荐
2022031156	蔡旭	不推荐
2022031156	张俐	不推荐
2022013401	刘晓东	不推荐
2022013401	李美吉	不推荐
2022013401	张鸣	不推荐
2022015849	夏鸿声	不推荐
2022015849	许娟娟	不推荐
2022015849	唐仁轨	不推荐
2022042956	王晓黎	不推荐
2022042956	程明远	不推荐
2022042956	黄新智	不推荐
2022037423	蒋晶晶	不推荐
2022037423	蔡旭	不推荐
2022037423	张俐	不推荐
2022042982	夏鸿声	不推荐
2022042982	许娟娟	不推荐
2022042982	唐仁轨	不推荐
2022007330	程红世	不推荐
2022007330	牛紫气	不推荐
2022007330	王大伟	不推荐
2022013328	章力	不推荐
2022013328	刘明智	不推荐
2022013328	陈莞尔	不推荐
2022043050	程红世	不推荐
2022043050	牛紫气	不推荐
2022043050	王大伟	不推荐
2022043005	蒋晶晶	不推荐
2022043005	蔡旭	不推荐
2022043005	张俐	不推荐
2022043083	章力	不推荐
2022043083	刘明智	不推荐
2022043083	陈莞尔	不推荐
2022010302	王维	不推荐
2022010302	张飞	不推荐
2022010302	潘金莲	不推荐
2022008931	曹超	不推荐
2022008931	鲁智仁	不推荐
2022008931	魏青云	不推荐
2022037473	郑永健	不推荐
2022037473	张岸	不推荐
2022037473	熊莹莹	不推荐
2022037489	刘晓东	不推荐
2022037489	李美吉	不推荐
2022037489	张鸣	不推荐
2022012955	夏鸿声	不推荐
2022012955	许娟娟	不推荐
2022012955	唐仁轨	不推荐
2022043155	蒋晶晶	不推荐
2022043155	蔡旭	不推荐
2022043155	张俐	不推荐
2022012785	王晓黎	不推荐
2022012785	程明远	不推荐
2022012785	黄新智	不推荐
2022012733	郑永健	不推荐
2022012733	张岸	不推荐
2022012733	熊莹莹	不推荐
2022012748	吴和伟	不推荐
2022012748	李八通	不推荐
2022012748	陈洁虹	不推荐
2022043212	夏鸿声	不推荐
2022043212	唐仁轨	不推荐
2022043212	许娟娟	不推荐
2022043142	姚娜	不推荐
2022043142	高铁塔	不推荐
2022043142	王文文	不推荐
2022022720	刘晓东	不推荐
2022022720	李美吉	不推荐
2022022720	张鸣	不推荐
2022043166	姚娜	不推荐
2022043166	高铁塔	不推荐
2022043166	王文文	不推荐
2022015833	姚娜	不推荐
2022015833	高铁塔	不推荐
2022015833	王文文	不推荐
2022043195	程红世	不推荐
2022043195	牛紫气	不推荐
2022043195	王大伟	不推荐
2022043257	刘晓东	不推荐
2022043257	李美吉	不推荐
2022043257	张鸣	不推荐
2022012718	王维	不推荐
2022012718	张飞	不推荐
2022012718	潘金莲	不推荐
2022023010	魏巍	不推荐
2022023010	刘菊红	不推荐
2022023010	韩华静	不推荐
2022043265	夏鸿声	不推荐
2022043265	许娟娟	不推荐
2022043265	唐仁轨	不推荐
2022010231	王晓黎	不推荐
2022010231	程明远	不推荐
2022010231	黄新智	不推荐
2022010510	王晓黎	不推荐
2022010510	程明远	不推荐
2022010510	黄新智	不推荐
2022007282	曹超	不推荐
2022007282	鲁智仁	不推荐
2022007282	魏青云	不推荐
2022043324	夏鸿声	不推荐
2022043324	许娟娟	不推荐
2022043324	唐仁轨	不推荐
2022037550	王晓黎	不推荐
2022037550	程明远	不推荐
2022037550	黄新智	不推荐
2022043343	吴和伟	不推荐
2022043343	李八通	不推荐
2022043343	陈洁虹	不推荐
2022043371	吴和伟	不推荐
2022043371	李八通	不推荐
2022043371	陈洁虹	不推荐
2022043345	章习武	不推荐
2022043345	柳金梅	不推荐
2022043345	陆雅	不推荐
2022030116	蒋晶晶	不推荐
2022030116	蔡旭	不推荐
2022030116	张俐	不推荐
2022012419	章力	不推荐
2022012419	刘明智	不推荐
2022012419	陈莞尔	不推荐
2022043388	魏巍	不推荐
2022043388	刘菊红	不推荐
2022043388	韩华静	不推荐
2022043376	郑永健	不推荐
2022043376	张岸	不推荐
2022043376	熊莹莹	不推荐
2022008993	吴和伟	不推荐
2022008993	李八通	不推荐
2022008993	陈洁虹	不推荐
2022029931	程红世	不推荐
2022029931	牛紫气	不推荐
2022029931	王大伟	不推荐
2022029989	姚娜	不推荐
2022029989	高铁塔	不推荐
2022029989	王文文	不推荐
2022004244	吴和伟	不推荐
2022004244	李八通	不推荐
2022004244	陈洁虹	不推荐
2022043436	蒋晶晶	不推荐
2022043436	蔡旭	不推荐
2022043436	张俐	不推荐
2022043414	郑永健	不推荐
2022043414	张岸	不推荐
2022043414	熊莹莹	不推荐
2022009060	姚娜	不推荐
2022009060	高铁塔	不推荐
2022009060	王文文	不推荐
2022043515	魏巍	不推荐
2022043515	刘菊红	不推荐
2022043515	韩华静	不推荐
2022023495	郑永健	不推荐
2022023495	张岸	不推荐
2022023495	熊莹莹	不推荐
2022043497	魏巍	不推荐
2022043497	刘菊红	不推荐
2022043497	韩华静	不推荐
2022009071	章力	不推荐
2022009071	刘明智	不推荐
2022009071	陈莞尔	不推荐
2022037587	蒋晶晶	不推荐
2022037587	蔡旭	不推荐
2022037587	张俐	不推荐
2022029109	王晓黎	不推荐
2022029109	程明远	不推荐
2022029109	黄新智	不推荐
2022043488	郑永健	不推荐
2022043488	张岸	不推荐
2022043488	熊莹莹	不推荐
2022015483	夏鸿声	不推荐
2022015483	许娟娟	不推荐
2022015483	唐仁轨	不推荐
2022043513	章力	不推荐
2022043513	刘明智	不推荐
2022043513	陈莞尔	不推荐
2022012303	程红世	不推荐
2022012303	牛紫气	不推荐
2022012303	王大伟	不推荐
2022014862	章习武	不推荐
2022014862	柳金梅	不推荐
2022014862	陆雅	不推荐
2022029040	王晓黎	不推荐
2022029040	程明远	不推荐
2022029040	黄新智	不推荐
2022012192	郑永健	不推荐
2022012192	张岸	不推荐
2022012192	熊莹莹	不推荐
2022003448	刘晓东	不推荐
2022003448	李美吉	不推荐
2022003448	张鸣	不推荐
2022003672	王晓黎	不推荐
2022003672	程明远	不推荐
2022003672	黄新智	不推荐
2022023497	章力	不推荐
2022023497	刘明智	不推荐
2022023497	陈莞尔	不推荐
2022043686	王晓黎	不推荐
2022043686	程明远	不推荐
2022043686	黄新智	不推荐
2022009076	刘晓东	不推荐
2022009076	李美吉	不推荐
2022009076	张鸣	不推荐
2022043651	王晓黎	不推荐
2022043651	程明远	不推荐
2022043651	黄新智	不推荐
2022043704	牛紫气	不推荐
2022043704	王大伟	不推荐
2022043704	程红世	不推荐
2022043656	郑永健	不推荐
2022043656	张岸	不推荐
2022043656	熊莹莹	不推荐
2022028243	吴和伟	不推荐
2022028243	李八通	不推荐
2022028243	陈洁虹	不推荐
2022002831	章习武	不推荐
2022002831	柳金梅	不推荐
2022002831	陆雅	不推荐
2022027559	章力	不推荐
2022027559	刘明智	不推荐
2022027559	陈莞尔	不推荐
2022043709	姚娜	不推荐
2022043709	高铁塔	不推荐
2022043709	王文文	不推荐
2022023772	姚娜	不推荐
2022023772	高铁塔	不推荐
2022023772	王文文	不推荐
2022011938	王维	不推荐
2022011938	张飞	不推荐
2022011938	潘金莲	不推荐
2022027446	刘晓东	不推荐
2022027446	李美吉	不推荐
2022027446	张鸣	不推荐
2022043750	章习武	不推荐
2022043750	柳金梅	不推荐
2022043750	陆雅	不推荐
2022009090	曹超	不推荐
2022009090	鲁智仁	不推荐
2022009090	魏青云	不推荐
2022043781	吴和伟	不推荐
2022043781	李八通	不推荐
2022043781	陈洁虹	不推荐
2022027400	章力	不推荐
2022027400	刘明智	不推荐
2022027400	陈莞尔	不推荐
2022027256	章力	不推荐
2022027256	刘明智	不推荐
2022027256	陈莞尔	不推荐
2022043864	魏巍	不推荐
2022043864	刘菊红	不推荐
2022043864	韩华静	不推荐
2022026944	王晓黎	不推荐
2022026944	程明远	不推荐
2022026944	黄新智	不推荐
2022009611	曹超	不推荐
2022009611	鲁智仁	不推荐
2022009611	魏青云	不推荐
2022011919	刘晓东	不推荐
2022011919	李美吉	不推荐
2022011919	张鸣	不推荐
2022037794	吴和伟	不推荐
2022037794	李八通	不推荐
2022037794	陈洁虹	不推荐
2022043855	吴和伟	不推荐
2022043855	李八通	不推荐
2022043855	陈洁虹	不推荐
2022006593	王维	不推荐
2022006593	张飞	不推荐
2022006593	潘金莲	不推荐
2022043865	章习武	不推荐
2022043865	柳金梅	不推荐
2022043865	陆雅	不推荐
2022043919	章习武	不推荐
2022043919	柳金梅	不推荐
2022043919	陆雅	不推荐
2022043879	王晓黎	不推荐
2022043879	程明远	不推荐
2022043879	黄新智	不推荐
2022043935	姚娜	不推荐
2022043935	高铁塔	不推荐
2022043935	王文文	不推荐
2022037967	王维	不推荐
2022037967	张飞	不推荐
2022037967	潘金莲	不推荐
2022023948	曹超	不推荐
2022023948	鲁智仁	不推荐
2022023948	魏青云	不推荐
2022006589	王维	不推荐
2022006589	张飞	不推荐
2022006589	潘金莲	不推荐
2022010721	王维	不推荐
2022010721	张飞	不推荐
2022010721	潘金莲	不推荐
2022010540	郑永健	不推荐
2022010540	张岸	不推荐
2022010540	熊莹莹	不推荐
2022043984	章习武	不推荐
2022043984	柳金梅	不推荐
2022043984	陆雅	不推荐
2022010612	章习武	不推荐
2022010612	柳金梅	不推荐
2022010612	陆雅	不推荐
2022026125	蒋晶晶	不推荐
2022026125	蔡旭	不推荐
2022026125	张俐	不推荐
2022043978	程红世	不推荐
2022043978	牛紫气	不推荐
2022043978	王大伟	不推荐
2022009335	章习武	不推荐
2022009335	柳金梅	不推荐
2022009335	陆雅	不推荐
2022043989	姚娜	不推荐
2022043989	高铁塔	不推荐
2022043989	王文文	不推荐
2022044020	郑永健	不推荐
2022044020	张岸	不推荐
2022044020	熊莹莹	不推荐
2022014844	王维	不推荐
2022014844	张飞	不推荐
2022014844	潘金莲	不推荐
2022025886	曹超	不推荐
2022025886	鲁智仁	不推荐
2022025886	魏青云	不推荐
2022044003	吴和伟	不推荐
2022044003	李八通	不推荐
2022044003	陈洁虹	不推荐
2022044072	魏巍	不推荐
2022044072	刘菊红	不推荐
2022044072	韩华静	不推荐
2022044057	蒋晶晶	不推荐
2022044057	蔡旭	不推荐
2022044057	张俐	不推荐
2022025202	曹超	不推荐
2022025202	鲁智仁	不推荐
2022025202	魏青云	不推荐
2022011245	曹超	不推荐
2022011245	鲁智仁	不推荐
2022011245	魏青云	不推荐
2022009411	刘晓东	不推荐
2022009411	李美吉	不推荐
2022009411	张鸣	不推荐
2022044089	魏巍	不推荐
2022044089	刘菊红	不推荐
2022044089	韩华静	不推荐
2022025189	刘晓东	不推荐
2022025189	李美吉	不推荐
2022025189	张鸣	不推荐
2022038259	魏巍	不推荐
2022038259	刘菊红	不推荐
2022038259	韩华静	不推荐
2022024727	王晓黎	不推荐
2022024727	程明远	不推荐
2022024727	黄新智	不推荐
2022044208	魏巍	不推荐
2022044208	刘菊红	不推荐
2022044208	韩华静	不推荐
2022006307	章习武	不推荐
2022006307	柳金梅	不推荐
2022006307	陆雅	不推荐
2022038312	蒋晶晶	不推荐
2022038312	蔡旭	不推荐
2022038312	张俐	不推荐
2022009357	刘晓东	不推荐
2022009357	李美吉	不推荐
2022009357	张鸣	不推荐
2022044234	魏巍	不推荐
2022044234	刘菊红	不推荐
2022044234	韩华静	不推荐
2022036229	吴和伟	不推荐
2022036229	李八通	不推荐
2022036229	陈洁虹	不推荐
2022029954	郑永健	不推荐
2022029954	张岸	不推荐
2022029954	熊莹莹	不推荐
2022046190	蒋晶晶	不推荐
2022046190	蔡旭	不推荐
2022046190	张俐	不推荐
2022010942	程红世	不推荐
2022010942	牛紫气	不推荐
2022010942	王大伟	不推荐
2022044562	郑永健	不推荐
2022044562	张岸	不推荐
2022044562	熊莹莹	不推荐
2022047516	郑永健	不推荐
2022047516	张岸	不推荐
2022047516	熊莹莹	不推荐
2022046251	曹超	不推荐
2022046251	鲁智仁	不推荐
2022046251	魏青云	不推荐
2022046494	郑永健	不推荐
2022046494	张岸	不推荐
2022046494	熊莹莹	不推荐
2022046278	章习武	不推荐
2022046278	柳金梅	不推荐
2022046278	陆雅	不推荐
2022046466	蒋晶晶	不推荐
2022046466	蔡旭	不推荐
2022046466	张俐	不推荐
2022046555	魏巍	不推荐
2022046555	刘菊红	不推荐
2022046555	韩华静	不推荐
2022044740	姚娜	不推荐
2022044740	高铁塔	不推荐
2022044740	王文文	不推荐
2022045774	魏巍	不推荐
2022045774	刘菊红	不推荐
2022045774	韩华静	不推荐
2022045321	姚娜	不推荐
2022045321	高铁塔	不推荐
2022045321	王文文	不推荐
2022045284	程红世	不推荐
2022045284	牛紫气	不推荐
2022045284	王大伟	不推荐
2022046525	魏巍	不推荐
2022046525	刘菊红	不推荐
2022046525	韩华静	不推荐
2022046552	魏巍	不推荐
2022046552	刘菊红	不推荐
2022046552	韩华静	不推荐
